province,province_en,year,health_region,population,population_total,population_floating_night,population_floating_study,population_floating_work,population_density,province_area_sqkm,number_of_wildfire,wildfire_area_rai,wildfire_area_sqkm,wildfire_area_percent,pm25_avg,pm25_total_count,dementia,alcoholism,amphetamine,addict_substance,schizophrenia,other_phy,bipolar,depression,anxiety,low_iq,learning_disorder,autistics,adhd,suicide,game_adult,game_child,other_disease,seizure,total_mental_cases
กระบี่,Krabi,2015,11,458768.0,,,,,,,3.0,15.86,0.025376,,,,116.0,120.0,0.0,144.0,3859.0,0.0,0.0,1019.0,2329.0,223.0,94.0,162.0,20.0,34.0,0.0,0.0,549.0,851.0,9520.0
กรุงเทพมหานคร,Bangkok,2015,13,5648978.0,,,,,,,,,,,,,40.0,57.0,0.0,46.0,1282.0,0.0,0.0,766.0,1190.0,19.0,5.0,14.0,2.0,18.0,0.0,0.0,2062.0,145.0,5646.0
กาญจนบุรี,Kanchanaburi,2015,5,827932.0,,,,,,,184.0,2148.0,3.4368000000000003,,,,37.0,43.0,0.0,55.0,3346.0,0.0,0.0,2575.0,2566.0,12.0,6.0,5.0,1.0,37.0,0.0,0.0,2707.0,160.0,11550.0
กาฬสินธุ์,Kalasin,2015,7,984750.0,,,,,,,43.0,298.0,0.4768,,,,118.0,405.0,0.0,639.0,7821.0,0.0,0.0,3537.0,8122.0,133.0,23.0,32.0,2.0,60.0,0.0,0.0,2073.0,986.0,23951.0
กำแพงเพชร,Kamphaeng Phet,2015,3,729296.0,,,,,,,43.0,811.0,1.2976,,,,47.0,400.0,0.0,497.0,3750.0,0.0,0.0,4376.0,4680.0,62.0,101.0,29.0,4.0,73.0,0.0,0.0,2921.0,523.0,17463.0
ขอนแก่น,Khon Kaen,2015,7,1792717.0,,,,,,,93.0,1548.0,2.4768000000000003,,,,166.0,1094.0,0.0,232.0,12877.0,0.0,0.0,3660.0,18529.0,122.0,462.0,15.0,3.0,181.0,0.0,0.0,3133.0,1557.0,42031.0
จันทบุรี,Chanthaburi,2015,6,528034.0,,,,,,,2.0,7.0,0.0112,,,,307.0,559.0,0.0,143.0,6628.0,0.0,0.0,2242.0,3099.0,203.0,77.0,142.0,7.0,107.0,0.0,0.0,1633.0,1609.0,16756.0
ฉะเชิงเทรา,Chachoengsao,2015,6,696837.0,,,,,,,6.0,1351.0,2.1616,,,,33.0,38.0,0.0,59.0,3699.0,0.0,0.0,2375.0,2669.0,11.0,16.0,7.0,1.0,22.0,0.0,0.0,2731.0,207.0,11868.0
ชลบุรี,Chon Buri,2015,6,1431104.0,,,,,,,39.0,634.0,1.0144,,,,115.0,344.0,0.0,381.0,5156.0,0.0,0.0,2245.0,5952.0,178.0,77.0,64.0,11.0,211.0,0.0,0.0,3448.0,1496.0,19678.0
ชัยนาท,Chai Nat,2015,3,331816.0,,,,,,,,,,,,,59.0,117.0,0.0,111.0,2085.0,0.0,0.0,1895.0,4752.0,41.0,6.0,25.0,1.0,19.0,0.0,0.0,2313.0,256.0,11680.0
ชัยภูมิ,Chaiyaphum,2015,9,1137238.0,,,,,,,155.0,3211.0,5.1376,,,,42.0,447.0,0.0,499.0,7339.0,0.0,0.0,5699.0,7478.0,69.0,68.0,13.0,1.0,36.0,0.0,0.0,2287.0,349.0,24327.0
ชุมพร,Chumphon,2015,11,501376.0,,,,,,,11.0,332.66,0.5322560000000001,,,,0.0,7.0,0.0,7.0,2145.0,0.0,0.0,652.0,2528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,5384.0
ตรัง,Trang,2015,12,639221.0,,,,,,,8.0,122.0,0.1952,,,,3.0,5.0,0.0,8.0,3032.0,0.0,0.0,3629.0,4132.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,49.0,18.0,10880.0
ตราด,Trat,2015,6,221824.0,,,,,,,2.0,18.0,0.028800000000000003,,,,34.0,19.0,0.0,24.0,1504.0,0.0,0.0,614.0,1047.0,22.0,2.0,7.0,0.0,2.0,0.0,0.0,56.0,179.0,3510.0
ตาก,Tak,2015,2,531549.0,,,,,,,258.0,3869.0,6.1904,,,,164.0,415.0,0.0,844.0,3768.0,0.0,0.0,2526.0,2635.0,89.0,281.0,28.0,5.0,44.0,0.0,0.0,2188.0,893.0,13880.0
นครนายก,Nakhon Nayok,2015,4,257611.0,,,,,,,4.0,173.0,0.2768,,,,38.0,20.0,0.0,50.0,1336.0,0.0,0.0,1068.0,1345.0,23.0,8.0,24.0,1.0,6.0,0.0,0.0,519.0,87.0,4525.0
นครปฐม,Nakhon Pathom,2015,5,891912.0,,,,,,,,,,,,,44.0,77.0,0.0,69.0,2515.0,0.0,0.0,2015.0,3707.0,56.0,36.0,9.0,4.0,80.0,0.0,0.0,2555.0,287.0,11454.0
นครพนม,Nakhon Phanom,2015,8,713546.0,,,,,,,60.0,615.5,0.9848,,,,42.0,95.0,0.0,132.0,5428.0,0.0,0.0,1507.0,6978.0,21.0,9.0,9.0,0.0,20.0,0.0,0.0,1370.0,267.0,15878.0
นครราชสีมา,Nakhon Ratchasima,2015,9,2623008.0,,,,,,,13.0,532.0,0.8512000000000001,,,,401.0,1556.0,0.0,1061.0,15004.0,0.0,0.0,9794.0,19076.0,352.0,162.0,111.0,8.0,261.0,0.0,0.0,7206.0,2095.0,57087.0
นครศรีธรรมราช,Nakhon Si Thammarat,2015,11,1549163.0,,,,,,,23.0,857.0,1.3712,,,,70.0,147.0,0.0,387.0,8048.0,0.0,0.0,6497.0,13179.0,60.0,165.0,26.0,3.0,53.0,0.0,0.0,6025.0,657.0,35317.0
นครสวรรค์,Nakhon Sawan,2015,3,1071467.0,,,,,,,17.0,439.0,0.7024,,,,200.0,334.0,0.0,197.0,7859.0,0.0,0.0,8402.0,11388.0,144.0,109.0,101.0,3.0,34.0,0.0,0.0,1493.0,1057.0,31321.0
นนทบุรี,Nonthaburi,2015,4,1180178.0,,,,,,,,,,,,,55.0,77.0,0.0,87.0,3152.0,0.0,0.0,2233.0,4056.0,262.0,42.0,45.0,3.0,39.0,0.0,0.0,2433.0,271.0,12755.0
นราธิวาส,Narathiwat,2015,12,778319.0,,,,,,,11.0,833.5,1.3336000000000001,,,,56.0,59.0,0.0,848.0,4976.0,0.0,0.0,2841.0,3584.0,83.0,47.0,23.0,2.0,27.0,0.0,0.0,1344.0,868.0,14758.0
น่าน,Nan,2015,1,478003.0,,,,,,,78.0,934.0,1.4944000000000002,,,,135.0,801.0,0.0,761.0,3340.0,0.0,0.0,2301.0,4712.0,303.0,291.0,114.0,16.0,59.0,0.0,0.0,1972.0,1076.0,15881.0
บึงกาฬ,Bueng Kan,2015,8,419328.0,,,,,,,26.0,1217.0,1.9472,,,,6.0,9.0,0.0,6.0,2163.0,0.0,0.0,1418.0,1339.0,4.0,2.0,4.0,2.0,4.0,0.0,0.0,56.0,45.0,5058.0
บุรีรัมย์,Buri Ram,2015,9,1581198.0,,,,,,,17.0,91.0,0.1456,,,,193.0,1702.0,0.0,1806.0,13258.0,0.0,0.0,7608.0,7197.0,144.0,56.0,34.0,2.0,135.0,0.0,0.0,4369.0,1693.0,38197.0
ปทุมธานี,Pathum Thani,2015,4,1081026.0,,,,,,,,,,,,,65.0,119.0,0.0,390.0,4415.0,0.0,0.0,4621.0,3245.0,89.0,51.0,54.0,1.0,54.0,0.0,0.0,1972.0,572.0,15648.0
ประจวบคีรีขันธ์,Prachuap Khiri Khan,2015,5,524620.0,,,,,,,59.0,1002.0,1.6032000000000002,,,,1.0,1.0,0.0,9.0,2508.0,0.0,0.0,1611.0,1933.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,62.0,12.0,6140.0
ปราจีนบุรี,Prachin Buri,2015,6,480455.0,,,,,,,1.0,80.0,0.128,,,,11.0,5.0,0.0,6.0,3808.0,0.0,0.0,1827.0,4413.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,119.0,44.0,10245.0
ปัตตานี,Pattani,2015,12,689414.0,,,,,,,0.0,0.0,0.0,,,,81.0,51.0,0.0,1352.0,7562.0,0.0,0.0,2476.0,6384.0,104.0,13.0,29.0,0.0,34.0,0.0,0.0,2249.0,804.0,21139.0
พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,2015,4,805124.0,,,,,,,,,,,,,19.0,72.0,0.0,197.0,2620.0,0.0,0.0,3046.0,4765.0,14.0,15.0,8.0,0.0,29.0,0.0,0.0,2991.0,263.0,14039.0
พะเยา,Phayao,2015,1,482574.0,,,,,,,62.0,428.75,0.686,,,,44.0,371.0,0.0,207.0,3222.0,0.0,0.0,2812.0,3609.0,45.0,97.0,11.0,6.0,25.0,0.0,0.0,3488.0,401.0,14338.0
พังงา,Phangnga,2015,11,261267.0,,,,,,,0.0,0.0,0.0,,,,11.0,149.0,0.0,197.0,2085.0,0.0,0.0,1151.0,1617.0,13.0,12.0,4.0,2.0,14.0,0.0,0.0,686.0,215.0,6156.0
พัทลุง,Phatthalung,2015,12,521420.0,,,,,,,3.0,42.0,0.06720000000000001,,,,135.0,456.0,0.0,444.0,4191.0,0.0,0.0,2613.0,5133.0,73.0,62.0,46.0,2.0,97.0,0.0,0.0,1798.0,983.0,16033.0
พิจิตร,Phichit,2015,3,546486.0,,,,,,,,,,,,,58.0,100.0,0.0,33.0,3245.0,0.0,0.0,2330.0,3303.0,21.0,90.0,21.0,1.0,12.0,0.0,0.0,1876.0,182.0,11272.0
พิษณุโลก,Phitsanulok,2015,2,860559.0,,,,,,,130.0,1205.0,1.9280000000000002,,,,22.0,49.0,0.0,78.0,3849.0,0.0,0.0,3728.0,4333.0,7.0,15.0,18.0,0.0,10.0,0.0,0.0,1868.0,77.0,14054.0
ภูเก็ต,Phuket,2015,11,378353.0,,,,,,,0.0,0.0,0.0,,,,24.0,97.0,0.0,84.0,1271.0,0.0,0.0,629.0,1675.0,21.0,7.0,20.0,0.0,25.0,0.0,0.0,330.0,196.0,4379.0
มหาสารคาม,Maha Sarakham,2015,7,962357.0,,,,,,,8.0,41.0,0.0656,,,,308.0,1669.0,0.0,1887.0,7646.0,0.0,0.0,3108.0,4732.0,213.0,65.0,57.0,15.0,69.0,0.0,0.0,1897.0,1868.0,23534.0
มุกดาหาร,Mukdahan,2015,8,346279.0,,,,,,,48.0,284.23,0.45476800000000006,,,,4.0,22.0,0.0,9.0,3100.0,0.0,0.0,2538.0,4081.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,368.0,77.0,10207.0
ยะลา,Yala,2015,12,514348.0,,,,,,,0.0,0.0,0.0,,,,9.0,11.0,0.0,38.0,2180.0,0.0,0.0,1248.0,3393.0,7.0,6.0,5.0,1.0,4.0,0.0,0.0,986.0,121.0,8009.0
ยโสธร,Yasothon,2015,10,540071.0,,,,,,,14.0,142.0,0.2272,,,,19.0,15.0,0.0,23.0,4094.0,0.0,0.0,1590.0,4599.0,1.0,1.0,5.0,0.0,4.0,0.0,0.0,100.0,94.0,10545.0
ระนอง,Ranong,2015,11,175719.0,,,,,,,2.0,308.0,0.4928,,,,22.0,85.0,0.0,118.0,1394.0,0.0,0.0,1032.0,1946.0,61.0,38.0,85.0,6.0,43.0,0.0,0.0,890.0,302.0,6022.0
ระยอง,Rayong,2015,6,679397.0,,,,,,,3.0,96.0,0.15360000000000001,,,,63.0,161.0,0.0,206.0,2611.0,0.0,0.0,1563.0,5563.0,37.0,16.0,16.0,2.0,97.0,0.0,0.0,1164.0,501.0,12000.0
ราชบุรี,Ratchaburi,2015,5,848773.0,,,,,,,21.0,186.0,0.29760000000000003,,,,111.0,278.0,0.0,305.0,4375.0,0.0,0.0,1388.0,3776.0,61.0,183.0,65.0,11.0,158.0,0.0,0.0,2295.0,914.0,13920.0
ร้อยเอ็ด,Roi Et,2015,7,1307826.0,,,,,,,27.0,421.0,0.6736000000000001,,,,122.0,877.0,0.0,807.0,15491.0,0.0,0.0,4573.0,12104.0,155.0,13.0,19.0,0.0,77.0,0.0,0.0,2352.0,1196.0,37786.0
ลพบุรี,Lop Buri,2015,4,758046.0,,,,,,,3.0,125.0,0.2,,,,84.0,390.0,0.0,397.0,3710.0,0.0,0.0,2608.0,3429.0,72.0,77.0,54.0,2.0,102.0,0.0,0.0,3256.0,527.0,14708.0
ลำปาง,Lampang,2015,1,751371.0,,,,,,,399.0,2958.0,4.7328,,,,13.0,47.0,0.0,43.0,4462.0,0.0,0.0,3537.0,8024.0,3.0,9.0,4.0,2.0,11.0,0.0,0.0,2774.0,60.0,18989.0
ลำพูน,Lamphun,2015,1,404933.0,,,,,,,297.0,3552.0,5.6832,,,,70.0,528.0,0.0,421.0,3017.0,0.0,0.0,4193.0,3120.0,65.0,349.0,35.0,1.0,65.0,0.0,0.0,1302.0,502.0,13668.0
ศรีสะเกษ,Si Sa Ket,2015,10,1466496.0,,,,,,,41.0,329.57,0.527312,,,,76.0,418.0,0.0,117.0,10475.0,0.0,0.0,4890.0,19601.0,76.0,10.0,20.0,3.0,112.0,0.0,0.0,749.0,1075.0,37622.0
สกลนคร,Sakon Nakhon,2015,8,1140272.0,,,,,,,96.0,466.0,0.7456,,,,255.0,711.0,0.0,431.0,9620.0,0.0,0.0,5816.0,8756.0,450.0,128.0,185.0,16.0,88.0,0.0,0.0,2530.0,973.0,29959.0
สงขลา,Songkhla,2015,12,1402158.0,,,,,,,3.0,63.0,0.1008,,,,369.0,499.0,0.0,919.0,8183.0,0.0,0.0,3847.0,8698.0,327.0,215.0,239.0,12.0,166.0,0.0,0.0,3602.0,2162.0,29238.0
สตูล,Satun,2015,12,314099.0,,,,,,,0.0,0.0,0.0,,,,90.0,59.0,0.0,256.0,2734.0,0.0,0.0,863.0,2013.0,64.0,93.0,20.0,1.0,33.0,0.0,0.0,917.0,800.0,7943.0
สมุทรปราการ,Samut Prakan,2015,6,1263904.0,,,,,,,,,,,,,5.0,15.0,0.0,13.0,3158.0,0.0,0.0,1813.0,4626.0,12.0,18.0,16.0,0.0,8.0,0.0,0.0,3628.0,81.0,13393.0
สมุทรสงคราม,Samut Songkhram,2015,5,193614.0,,,,,,,,,,,,,2.0,1.0,0.0,2.0,914.0,0.0,0.0,546.0,1254.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,299.0,3.0,3024.0
สมุทรสาคร,Samut Sakhon,2015,5,527726.0,,,,,,,,,,,,,45.0,55.0,0.0,35.0,1651.0,0.0,0.0,1827.0,2694.0,14.0,29.0,16.0,13.0,37.0,0.0,0.0,896.0,142.0,7454.0
สระบุรี,Saraburi,2015,4,632558.0,,,,,,,8.0,47.0,0.0752,,,,82.0,272.0,0.0,216.0,3786.0,0.0,0.0,2404.0,3581.0,62.0,201.0,16.0,0.0,56.0,0.0,0.0,1851.0,503.0,13030.0
สระแก้ว,Sa Kaeo,2015,6,553126.0,,,,,,,10.0,263.0,0.4208,,,,8.0,6.0,0.0,13.0,2262.0,0.0,0.0,959.0,3481.0,3.0,2.0,4.0,0.0,9.0,0.0,0.0,76.0,107.0,6930.0
สิงห์บุรี,Sing Buri,2015,4,211667.0,,,,,,,,,,,,,37.0,46.0,0.0,77.0,1248.0,0.0,0.0,1296.0,2087.0,7.0,10.0,4.0,1.0,10.0,0.0,0.0,1214.0,75.0,6112.0
สุพรรณบุรี,Suphan Buri,2015,5,848401.0,,,,,,,7.0,41.0,0.0656,,,,157.0,302.0,0.0,493.0,4049.0,0.0,0.0,2769.0,3868.0,66.0,13.0,37.0,0.0,136.0,0.0,0.0,4543.0,864.0,17297.0
สุราษฎร์ธานี,Surat Thani,2015,11,1041388.0,,,,,,,3.0,27.38,0.043808,,,,16.0,34.0,0.0,53.0,4477.0,0.0,0.0,2670.0,6350.0,11.0,35.0,11.0,0.0,30.0,0.0,0.0,2836.0,130.0,16653.0
สุรินทร์,Surin,2015,9,1392834.0,,,,,,,30.0,298.0,0.4768,,,,163.0,1296.0,0.0,871.0,9605.0,0.0,0.0,4578.0,6871.0,122.0,149.0,45.0,2.0,150.0,0.0,0.0,2267.0,1209.0,27328.0
สุโขทัย,Sukhothai,2015,2,601791.0,,,,,,,48.0,685.0,1.096,,,,8.0,11.0,0.0,15.0,2926.0,0.0,0.0,3679.0,2925.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,134.0,21.0,9725.0
หนองคาย,Nong Khai,2015,8,516374.0,,,,,,,35.0,624.0,0.9984000000000001,,,,21.0,28.0,0.0,28.0,2656.0,0.0,0.0,2011.0,3586.0,4.0,8.0,19.0,5.0,13.0,0.0,0.0,1184.0,82.0,9645.0
หนองบัวลำภู,Nong Bua Lam Phu,2015,8,509283.0,,,,,,,22.0,203.0,0.32480000000000003,,,,23.0,14.0,0.0,8.0,2579.0,0.0,0.0,2730.0,3362.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,100.0,71.0,8896.0
อำนาจเจริญ,Amnat Charoen,2015,10,375500.0,,,,,,,26.0,170.0,0.272,,,,48.0,104.0,0.0,67.0,3118.0,0.0,0.0,1205.0,2214.0,30.0,29.0,5.0,1.0,17.0,0.0,0.0,1451.0,385.0,8674.0
อุดรธานี,Udon Thani,2015,8,1570352.0,,,,,,,139.0,2270.0,3.632,,,,303.0,521.0,0.0,459.0,9401.0,0.0,0.0,6066.0,12471.0,128.0,130.0,163.0,26.0,24.0,0.0,0.0,2656.0,1652.0,34000.0
อุตรดิตถ์,Uttaradit,2015,2,459582.0,,,,,,,43.0,219.0,0.3504,,,,29.0,166.0,0.0,47.0,2900.0,0.0,0.0,2708.0,2639.0,38.0,90.0,8.0,1.0,7.0,0.0,0.0,660.0,250.0,9543.0
อุทัยธานี,Uthai Thani,2015,3,330311.0,,,,,,,71.0,1621.0,2.5936,,,,4.0,8.0,0.0,6.0,1547.0,0.0,0.0,2305.0,2701.0,6.0,6.0,7.0,2.0,2.0,0.0,0.0,1325.0,30.0,7949.0
อุบลราชธานี,Ubon Ratchathani,2015,10,1847319.0,,,,,,,71.0,523.27,0.837232,,,,505.0,1762.0,0.0,1646.0,14462.0,0.0,0.0,4267.0,24434.0,644.0,140.0,97.0,12.0,333.0,0.0,0.0,5488.0,4883.0,58673.0
อ่างทอง,Ang Thong,2015,4,283205.0,,,,,,,,,,,,,6.0,9.0,0.0,18.0,1652.0,0.0,0.0,2774.0,2844.0,3.0,0.0,1.0,0.0,8.0,0.0,0.0,1271.0,19.0,8605.0
เชียงราย,Chiang Rai,2015,1,1183878.0,,,,,,,147.0,1129.72,1.807552,,,,184.0,2010.0,0.0,2248.0,10561.0,0.0,0.0,7303.0,8158.0,179.0,413.0,56.0,2.0,235.0,0.0,0.0,3942.0,1933.0,37224.0
เชียงใหม่,Chiang Mai,2015,1,1638981.0,,,,,,,1179.0,12611.37,20.178192000000003,,,,172.0,1320.0,0.0,876.0,9528.0,0.0,0.0,9155.0,13704.0,175.0,347.0,72.0,2.0,183.0,0.0,0.0,6148.0,1617.0,43299.0
เพชรบุรี,Phetchaburi,2015,5,474676.0,,,,,,,43.0,966.0,1.5456,,,,117.0,110.0,0.0,203.0,3105.0,0.0,0.0,1784.0,1902.0,77.0,118.0,25.0,0.0,14.0,0.0,0.0,1479.0,621.0,9555.0
เพชรบูรณ์,Phetchabun,2015,2,995383.0,,,,,,,61.0,555.8,0.88928,,,,112.0,661.0,0.0,454.0,6841.0,0.0,0.0,3390.0,5737.0,147.0,127.0,116.0,1.0,72.0,0.0,0.0,3500.0,1043.0,22201.0
เลย,Loei,2015,8,634675.0,,,,,,,115.0,1568.0,2.5088,,,,102.0,418.0,0.0,335.0,4057.0,0.0,0.0,1798.0,5726.0,104.0,38.0,19.0,2.0,191.0,0.0,0.0,2452.0,1408.0,16650.0
แพร่,Phrae,2015,1,452958.0,,,,,,,140.0,1004.0,1.6064,,,,3.0,30.0,0.0,32.0,3277.0,0.0,0.0,1596.0,4196.0,5.0,9.0,6.0,0.0,5.0,0.0,0.0,1428.0,26.0,10613.0
แม่ฮ่องสอน,Mae Hong Son,2015,1,239299.0,,,,,,,471.0,3839.5,6.1432,,,,10.0,177.0,0.0,26.0,1526.0,0.0,0.0,2124.0,2424.0,33.0,13.0,7.0,1.0,10.0,0.0,0.0,629.0,253.0,7233.0
กระบี่,Krabi,2016,11,462532.0,,,,,,,6.0,46.2,0.07392000000000001,,27.40849406,531.0,132.0,149.0,0.0,189.0,4630.0,0.0,0.0,1019.0,2329.0,245.0,183.0,178.0,40.0,31.0,0.0,0.0,594.0,927.0,10646.0
กรุงเทพมหานคร,Bangkok,2016,13,5598873.0,,,,,,,,,,,33.81816973,158.0,59.0,79.0,0.0,68.0,3355.0,0.0,0.0,766.0,1190.0,16.0,15.0,39.0,5.0,25.0,0.0,0.0,2896.0,208.0,8721.0
กาญจนบุรี,Kanchanaburi,2016,5,808669.0,,,,,,,222.0,2248.0,3.5968,,35.01216929,1977.0,16.0,196.0,0.0,429.0,5190.0,0.0,0.0,2575.0,2566.0,21.0,26.0,19.0,0.0,34.0,0.0,0.0,2925.0,202.0,14199.0
กาฬสินธุ์,Kalasin,2016,7,984579.0,,,,,,,86.0,697.0,1.1152,,38.18529639,711.0,211.0,493.0,0.0,836.0,5341.0,0.0,0.0,3537.0,8122.0,131.0,214.0,66.0,5.0,75.0,0.0,0.0,2404.0,1306.0,22741.0
กำแพงเพชร,Kamphaeng Phet,2016,3,728718.0,,,,,,,51.0,739.0,1.1824000000000001,,37.94511121,879.0,105.0,297.0,0.0,426.0,4180.0,0.0,0.0,4376.0,4680.0,50.0,59.0,44.0,5.0,63.0,0.0,0.0,4159.0,488.0,18932.0
ขอนแก่น,Khon Kaen,2016,7,1797236.0,,,,,,,176.0,2949.0,4.7184,,35.98171404,1097.0,481.0,1229.0,0.0,485.0,9085.0,0.0,0.0,3660.0,18529.0,205.0,822.0,193.0,19.0,212.0,0.0,0.0,3522.0,2097.0,40539.0
จันทบุรี,Chanthaburi,2016,6,529331.0,,,,,,,22.0,519.0,0.8304,,32.40727374,650.0,393.0,798.0,0.0,1654.0,4063.0,0.0,0.0,2242.0,3099.0,305.0,395.0,255.0,13.0,252.0,0.0,0.0,3304.0,1800.0,18573.0
ฉะเชิงเทรา,Chachoengsao,2016,6,699802.0,,,,,,,1.0,663.0,1.0608,,32.7291357,527.0,32.0,124.0,0.0,108.0,3486.0,0.0,0.0,2375.0,2669.0,5.0,14.0,6.0,0.0,23.0,0.0,0.0,4737.0,185.0,13764.0
ชลบุรี,Chon Buri,2016,6,1454059.0,,,,,,,43.0,1698.0,2.7168,,35.12405327,453.0,98.0,338.0,0.0,404.0,6415.0,0.0,0.0,2245.0,5952.0,159.0,100.0,49.0,10.0,208.0,0.0,0.0,5424.0,1429.0,22831.0
ชัยนาท,Chai Nat,2016,3,330732.0,,,,,,,,,,,35.37564306,259.0,76.0,121.0,0.0,99.0,4103.0,0.0,0.0,1895.0,4752.0,40.0,9.0,22.0,3.0,20.0,0.0,0.0,3886.0,296.0,15322.0
ชัยภูมิ,Chaiyaphum,2016,9,1137376.0,,,,,,,161.0,3039.0,4.8624,,35.59167434,1302.0,138.0,439.0,0.0,688.0,6594.0,0.0,0.0,5699.0,7478.0,137.0,226.0,49.0,5.0,39.0,0.0,0.0,2535.0,496.0,24523.0
ชุมพร,Chumphon,2016,11,502866.0,,,,,,,18.0,758.0,1.2128,,29.82954046,601.0,113.0,169.0,0.0,222.0,4212.0,0.0,0.0,652.0,2528.0,146.0,77.0,147.0,7.0,17.0,0.0,0.0,1595.0,525.0,10410.0
ตรัง,Trang,2016,12,640105.0,,,,,,,20.0,400.75,0.6412,,27.2530916,474.0,3.0,15.0,0.0,56.0,4008.0,0.0,0.0,3629.0,4132.0,8.0,3.0,4.0,1.0,8.0,0.0,0.0,1650.0,53.0,13570.0
ตราด,Trat,2016,6,218923.0,,,,,,,9.0,164.0,0.2624,,33.66958988,289.0,86.0,166.0,0.0,797.0,3638.0,0.0,0.0,614.0,1047.0,181.0,60.0,33.0,1.0,91.0,0.0,0.0,2014.0,506.0,9234.0
ตาก,Tak,2016,2,526558.0,,,,,,,373.0,8899.0,14.2384,,34.44214881,1781.0,134.0,488.0,0.0,866.0,5178.0,0.0,0.0,2526.0,2635.0,81.0,355.0,35.0,4.0,67.0,0.0,0.0,3130.0,879.0,16378.0
